The [entries] sheet shows the entries for words with IDs ending in "01" (201, 4701, 53401, etc) 
from the collocates table that is used to create the frequency listings that are based on the 
Corpus of Contemporary American English (COCA).

The complete list is available for purchase. See:

http://www.wordfrequency.info [Purchase]

There are minimum values in terms of collocate frequency and Mutual Information (MI) score
for inclusion in the list.

Mutual Information:
ID 1-5 : MI > -3.5
ID 6-29 : MI > -1
ID: 30-99 : ID > 1
ID: 100-30,000 : ID > 2
ID: 30,000-60,000 : ID > 3

Collocate frequency:
ID 1-40,000 : freq >= 2
ID 40,000-60,000 : freq >= 1

---------------------------------------------

The column [% coll < node] refers to the percentage of the tokens for
this collocate and node word where the collocate precedes the node word.

The node and collocate part of speech (PoS) tags can be found at http://ucrel.lancs.ac.uk/claws7tags.html.

For more information:

http://www.wordfrequency.info: Word frequent lists
http://www.americancorpus.org: Corpus of Contemporary American English (COCA)
http://davies-linguistics.byu.edu/ : Mark Davies



ID	lemma	lemPoS	coll	collPoS	MI	freq	[% coll < node]
5001	tribute	n	pay	v	6.13	879	0.942
5001	tribute	n	album	n	5.75	80	0.1875
5001	tribute	n	special	j	3.25	68	0.8824
5001	tribute	n	fitting	j	8.93	56	1.00
5001	tribute	n	late	j	2.78	56	0.0893
5001	tribute	n	hero	n	4.63	43	0.093
5001	tribute	n	band	n	3.97	43	0.2093
5001	tribute	n	receive	v	2.51	43	0.7674
5001	tribute	n	concert	n	4.96	39	0.175
5001	tribute	n	song	n	3.11	37	0.4865
5001	tribute	n	musical	j	4.28	31	0.8387
5001	tribute	n	memorial	n	4.71	28	0.8929
5001	tribute	n	film	n	2.09	27	0.5185
5001	tribute	n	dead	j	2.34	26	0.1923
5001	tribute	n	artist	n	2.34	26	0.4231
5001	tribute	n	final	j	2.6	25	0.92
5001	tribute	n	annual	j	3.23	25	0.88
5001	tribute	n	birthday	n	4.13	22	0.9091
5001	tribute	n	moving	j	6.1	22	1.00
5001	tribute	n	loving	j	5.64	21	1.00
5001	tribute	n	greatest	j	3.22	20	0.55
5001	tribute	n	collect	v	2.87	20	0.70
5001	tribute	n	video	n	2.54	19	0.8421
5001	tribute	n	memory	n	2.22	19	0.1053
5001	tribute	n	pay	n	4.08	19	0.9474
5001	tribute	n	payment	n	3.6	19	0.3684
5001	tribute	n	anniversary	n	4.46	18	0.7778
5001	tribute	n	mita	n	10.9	18	0.2222
5001	tribute	n	perform	v	2.2	18	0.6111
5001	tribute	n	sing	v	2.22	17	0.8235
5001	tribute	n	veteran	n	3.64	17	0.1176
5001	tribute	n	fallen	j	6.32	17	0.00
5001	tribute	n	demand	v	2.84	17	1.00
5001	tribute	n	labor	n	2.26	16	0.375
5001	tribute	n	legendary	j	5.12	16	0.00
5001	tribute	n	generation	n	2.04	15	0.0667
5001	tribute	n	feature	v	2.9	15	0.40
5001	tribute	n	silent	j	3.27	15	0.6667
5001	tribute	n	roll	n	3.52	14	0.0714
5001	tribute	n	floral	j	6.18	14	1.00
5001	tribute	n	wonderful	j	2.42	14	0.9286
5001	tribute	n	talent	n	2.97	13	0.0769
5001	tribute	n	honor	v	3.98	13	0.3846
5001	tribute	n	weekend	n	2.18	12	0.50
5001	tribute	n	legend	n	3.83	11	0.1818
5001	tribute	n	paid	j	5.68	11	1.00
5001	tribute	n	honor	n	2.83	11	0.7273
5001	tribute	n	lasting	j	4.99	10	1.00
5001	tribute	n	heartfelt	j	6.82	10	1.00
5001	tribute	n	touching	j	5.95	10	1.00
5001	tribute	n	exact	v	6.99	10	1.00
5001	tribute	n	pour	v	2.32	9	0.00
5001	tribute	n	musician	n	3.16	9	0.4444
5001	tribute	n	festival	n	2.85	9	0.8889
5001	tribute	n	ceremony	n	3	9	0.6667
5001	tribute	n	emotional	j	2.09	9	1.00
5001	tribute	n	part	r	2.08	8	0.625
5001	tribute	n	remarkable	j	2.85	8	0.75
5001	tribute	n	fellow	j	2.66	8	0.625
5001	tribute	n	celebration	n	3.05	8	0.50
5001	tribute	n	vice	n	3.69	8	0.125
5001	tribute	n	grateful	j	3.51	8	0.375
5001	tribute	n	beauty	n	2.02	8	0.375
5001	tribute	n	render	v	3.34	8	0.50
5001	tribute	n	partly	r	2.92	8	0.875
5001	tribute	n	gala	n	5.56	8	0.625
5001	tribute	n	poem	n	2.4	7	0.7143
5001	tribute	n	pioneer	n	3.67	7	0.00
5001	tribute	n	magnificent	j	4.17	7	0.5714
5001	tribute	n	glowing	j	4.88	7	1.00
5001	tribute	n	brave	j	3.66	7	0.00
5001	tribute	n	poet	n	2.73	7	0.2857
5001	tribute	n	owe	v	2.89	7	0.2857
5001	tribute	n	composer	n	3.85	7	0.1429
5001	tribute	n	ultimate	j	2.58	7	1.00
5001	tribute	n	slain	j	7.16	7	0.00
5001	tribute	n	jazz	n	2.79	7	0.1429
5001	tribute	n	enormous	j	2.07	7	0.2857
5001	tribute	n	living	j	2.15	7	0.8571
5001	tribute	n	extraordinary	j	2.58	7	0.4286
5001	tribute	n	weekly	j	3.04	7	0.8571
5001	tribute	n	statue	n	3.38	7	0.8571
5001	tribute	n	eloquent	j	5.54	6	1.00
5001	tribute	n	deserve	v	2.1	6	0.8333
5001	tribute	n	ancestor	n	3.3	6	0.1667
5001	tribute	n	beloved	j	3.75	6	0.00
5001	tribute	n	founder	n	2.46	6	0.1667
5001	tribute	n	host	v	2.77	6	0.3333
5001	tribute	n	accomplishment	n	3.39	6	0.3333
5001	tribute	n	kiss	n	3.18	6	0.8333
5001	tribute	n	cloth	n	2.95	6	0.00
5001	tribute	n	pianist	n	4.88	6	0.1667
5001	tribute	n	friendship	n	2.66	6	0.1667
5001	tribute	n	mourner	n	6.04	6	0.50
5001	tribute	n	exacting	j	6.66	6	1.00
5001	tribute	n	peso	n	6.83	6	0.3333
5001	tribute	n	posthumous	j	7.27	6	0.8333
5001	tribute	n	all-star	j	3.93	6	1.00
5001	tribute	n	centennial	j	5.51	6	1.00
5001	tribute	n	enduring	j	4.45	6	0.50
5001	tribute	n	disc	n	3.54	6	0.3333
5001	tribute	n	affectionate	j	5.93	6	1.00
5001	tribute	n	fighting	n	2.49	5	0.00
5001	tribute	n	lovely	j	2.54	5	1.00
5001	tribute	n	astonishing	j	4.12	5	0.80
5001	tribute	n	heritage	n	2.45	5	0.00
5001	tribute	n	upcoming	j	3.5	5	1.00
5001	tribute	n	backhanded	j	9.42	5	1.00
5001	tribute	n	popularity	n	2.93	5	0.20
5001	tribute	n	capitalism	n	3.42	5	0.00
5001	tribute	n	hometown	n	3.52	5	0.40
5001	tribute	n	hypocrisy	n	4.95	5	1.00
5001	tribute	n	solemn	j	4.91	5	1.00
5001	tribute	n	continuing	j	2.72	5	0.40
5001	tribute	n	performer	n	2.92	5	0.20
5001	tribute	n	artistic	j	2.49	5	0.40
5001	tribute	n	guitarist	n	5.02	5	0.20
5001	tribute	n	televised	j	4.96	5	1.00
5001	tribute	n	rocker	n	4.75	5	0.40
5001	tribute	n	songwriter	n	5.43	5	0.60
5001	tribute	n	legacy	n	2.49	5	0.40
5001	tribute	n	virtue	n	2.57	5	0.00
5001	tribute	n	deceased	j	4.78	5	0.20
5001	tribute	n	long-overdue	j	8.75	5	1.00
5001	tribute	n	compile	v	3.55	5	0.20
5001	tribute	n	colonial	j	2.47	5	0.80
5001	tribute	n	charm	n	3.39	5	0.00
5001	tribute	n	icon	n	3.16	5	0.40
5001	tribute	n	spontaneous	j	4.1	5	1.00
5001	tribute	n	monument	n	3	5	0.40
5001	tribute	n	telethon	n	8.13	5	0.40
5001	tribute	n	praise	v	2.84	5	0.40
5001	tribute	n	medal	n	2.58	5	0.60
5001	tribute	n	paying	j	6.12	5	1.00
5001	tribute	n	courage	n	2.52	5	0.1429
5001	tribute	n	greatness	n	4.87	5	0.00
5001	tribute	n	encomienda	n	10.87	5	0.40
5001	tribute	n	province	n	2.17	4	0.75
5001	tribute	n	band	v	4.9	4	0.00
5001	tribute	n	somber	j	4.76	4	1.00
5001	tribute	n	compilation	n	5.42	4	0.50
5001	tribute	n	wreath	n	4.74	4	0.75
5001	tribute	n	resilience	n	4.96	4	0.00
5001	tribute	n	forasteros	n	10.16	4	0.00
5001	tribute	n	levy	v	5.57	4	1.00
5001	tribute	n	banana	n	2.98	4	0.50
5001	tribute	n	nickname	n	3.63	4	0.75
5001	tribute	n	famed	j	4.26	4	0.00
5001	tribute	n	pen	v	5.03	4	0.75
5001	tribute	n	emperor	n	3.2	4	0.50
5001	tribute	n	drum	n	2.7	4	1.00
5001	tribute	n	neighbor	n	2.16	4	0.25
5001	tribute	n	creativity	n	2.73	4	0.25
5001	tribute	n	stirring	j	5.21	4	1.00
5001	tribute	n	tenacity	n	5.9	4	0.00
5001	tribute	n	yearly	j	4.52	4	1.00
5001	tribute	n	unwitting	j	6.69	4	0.75
5001	tribute	n	extract	v	3.13	4	0.75
5001	tribute	n	collector	n	2.57	4	0.00
5001	tribute	n	brilliant	j	2.17	4	0.25
5001	tribute	n	nostalgic	j	4.99	4	1.00
5001	tribute	n	triumph	n	2.97	4	0.50
5101	viable	j	alternative	n	7.9	356	0.0239
5101	viable	j	option	n	6.76	322	0.0301
5101	viable	j	economically	r	8.95	222	0.9741
5101	viable	j	remain	v	4.6	189	0.9347
5101	viable	j	become	v	2.85	160	0.9375
5101	viable	j	commercially	r	9.52	126	0.9769
5101	viable	j	only	j	3.63	124	0.9291
5101	viable	j	still	r	2.17	113	0.9145
5101	viable	j	population	n	4.34	109	0.0917
5101	viable	j	candidate	n	4.92	107	0.0625
5101	viable	j	most	r	2.23	99	0.9208
5101	viable	j	solution	n	5.18	99	0.0481
5101	viable	j	state	n	2.06	98	0.2222
5101	viable	j	long	r	2.74	80	0.9419
5101	viable	j	business	n	2.42	71	0.2125
5101	viable	j	create	v	2.73	67	0.942
5101	viable	j	community	n	2.57	66	0.2121
5101	viable	j	political	j	2.35	64	0.1385
5101	viable	j	offer	v	2.8	63	0.9219
5101	viable	j	provide	v	2.22	60	0.7813
5101	viable	j	strategy	n	3.75	56	0.1228
5101	viable	j	market	n	2.66	55	0.1607
5101	viable	j	plan	n	2.76	55	0.1452
5101	viable	j	produce	v	2.94	49	0.86
5101	viable	j	politically	r	5.54	46	0.9583
5101	viable	j	maintain	v	3.62	46	0.875
5101	viable	j	prove	v	3.61	46	1.00
5101	viable	j	develop	v	2.66	46	0.8571
5101	viable	j	consider	v	2.4	46	0.8936
5101	viable	j	economic	j	2.54	45	0.1042
5101	viable	j	force	n	2.15	42	0.2619
5101	viable	j	model	n	2.51	40	0.4043
5101	viable	j	establish	v	3.3	39	0.8974
5101	viable	j	appear	v	2.13	38	0.8974
5101	viable	j	alternative	j	5.02	37	0.0526
5101	viable	j	fetus	n	7.54	37	0.4146
5101	viable	j	form	n	2.41	36	0.1351
5101	viable	j	strong	j	2.34	36	0.8378
5101	viable	j	method	n	3.26	35	0.1111
5101	viable	j	approach	n	2.94	35	0.3947
5101	viable	j	means	n	3.87	34	-
5101	viable	j	financially	r	6.61	34	1.00
5101	viable	j	product	n	2.47	34	0.2222
5101	viable	j	treatment	n	2.91	34	0.1111
5101	viable	j	technology	n	2.49	33	0.4857
5101	viable	j	economy	n	2.66	32	0.2188
5101	viable	j	less	r	2.09	30	0.90
5101	viable	j	institution	n	3.02	29	0.2414
5101	viable	j	source	n	2.34	29	0.0625
5101	viable	j	choice	n	2.45	28	0.1071
5101	viable	j	industry	n	2.14	28	0.2353
5101	viable	j	democratic	j	2.71	26	0.2692
5101	viable	j	career	n	2.57	26	0.0333
5101	viable	j	seed	n	4.01	26	0.3333
5101	viable	j	independent	j	3.1	23	0.50
5101	viable	j	embryo	n	6.34	23	0.125
5101	viable	j	entity	n	5.14	22	0.0455
5101	viable	j	present	v	2.37	22	0.8333
5101	viable	j	tool	n	3.11	22	0.0455
5101	viable	j	emerge	v	3.07	21	0.6522
5101	viable	j	concept	n	2.78	20	0.3333
5101	viable	j	democracy	n	3.14	20	0.25
5101	viable	j	opposition	n	3.45	19	0.1429
5101	viable	j	enterprise	n	4	19	0.2632
5101	viable	j	long-term	j	3.46	19	0.2727
5101	viable	j	base	n	2.42	19	0.20
5101	viable	j	resource	n	2.06	19	0.35
5101	viable	j	count	n	4.02	18	0.00
5101	viable	j	exist	v	2.42	18	0.4444
5101	viable	j	cell	n	2.18	17	0.2941
5101	viable	j	healthy	j	2.96	17	0.4118
5101	viable	j	farm	n	2.65	16	0.50
5101	viable	j	offspring	n	5.92	16	0.00
5101	viable	j	spore	n	7.08	16	0.125
5101	viable	j	explanation	n	3.39	16	0.0625
5101	viable	j	fuel	n	3.01	16	0.3125
5101	viable	j	lack	n	2.55	16	1.00
5101	viable	j	peace	n	2.12	16	0.0625
5101	viable	j	future	j	2.49	15	0.0667
5101	viable	j	safe	j	2.48	15	0.6667
5101	viable	j	commercial	j	2.06	15	0.0625
5101	viable	j	achieve	v	2.31	15	0.4667
5101	viable	j	ecologically	r	7.8	15	0.8667
5101	viable	j	necessary	j	2.1	15	0.9333
5101	viable	j	order	b	2.2	15	0.7059
5101	viable	j	equally	r	3.6	15	0.9333
5101	viable	j	total	j	2.08	14	0.9286
5101	viable	j	possibility	n	2.33	14	0.3571
5101	viable	j	potentially	r	3.87	14	0.8667
5101	viable	j	presence	n	2.31	13	0.6154
5101	viable	j	therefore	r	2.07	13	0.3846
5101	viable	j	path	n	2.45	13	0.1429
5101	viable	j	framework	n	3.73	13	0.1538
5101	viable	j	unless	c	2.45	13	0.2308
5101	viable	j	environmentally	r	5.64	13	0.6154
5101	viable	j	sustain	v	3.85	13	0.9333
5101	viable	j	proposition	n	4.43	12	0.00
5101	viable	j	constitute	v	3.54	12	0.9167
5101	viable	j	mechanism	n	3.42	12	0.0833
5101	viable	j	minimum	j	4.09	12	0.8333
5101	viable	j	truly	r	2.8	12	1.00
5101	viable	j	habitat	n	3.89	12	0.3333
5101	viable	j	egg	n	2.24	11	0.0833
5101	viable	j	crop	n	3.23	11	0.00
5101	viable	j	creation	n	2.92	11	1.00
5101	viable	j	substitute	n	5.07	11	0.0833
5101	viable	j	absence	n	3.25	11	0.8182
5101	viable	j	regime	n	2.44	10	0.50
5101	viable	j	construct	v	3.04	10	0.8182
5101	viable	j	currently	r	2.43	10	0.7273
5101	viable	j	increasingly	r	2.31	10	0.90
5101	viable	j	contender	n	5.25	10	0.00
5101	viable	j	sustainable	j	4.54	10	0.60
5101	viable	j	educational	j	2.21	10	0.00
5101	viable	j	suspect	n	3.55	10	0.10
5101	viable	j	stable	j	3.41	10	0.60
5101	viable	j	female	j	2.08	10	0.10
5101	viable	j	testing	n	3.05	10	0.70
5101	viable	j	lack	v	2.69	10	0.90
5101	viable	j	instrument	n	2.13	9	0.2222
5101	viable	j	requirement	n	2.35	9	0.6667
5101	viable	j	route	n	2.54	9	0.1111
5101	viable	j	presidential	j	2.2	9	0.00
5101	viable	j	competitor	n	3.46	9	0.00
5101	viable	j	bacterium	n	3.68	9	-
5101	viable	j	search	n	2.23	9	0.90
5101	viable	j	disposal	n	4.57	9	0.2222
5101	viable	j	existing	j	2.48	8	0.25
5101	viable	j	ensure	v	2.16	8	0.625
5101	viable	j	mode	n	2.94	8	0.1111
5101	viable	j	transportation	n	2.69	8	0.25
5101	viable	j	proposal	n	2.01	8	0.375
5101	viable	j	selection	n	2.49	8	0.875
5101	viable	j	implement	v	2.54	8	0.50
5101	viable	j	competitive	j	2.44	7	0.2222
5101	viable	j	replacement	n	3.38	7	0.00
5101	viable	j	enforcement	n	2.43	7	0.2857
5101	viable	j	attractive	j	2.89	7	0.125
5101	viable	j	existence	n	2.35	7	0.4286
5101	viable	j	settlement	n	2.31	7	0.4286
5101	viable	j	function	v	3.09	7	0.8571
5101	viable	j	employment	n	2.57	7	0.25
5101	viable	j	fishery	n	3.52	7	0.2857
5101	viable	j	socially	r	3.82	7	0.5714
5101	viable	j	visible	j	2.48	7	0.8571
5101	viable	j	acceptable	j	3.21	7	0.1429
5101	viable	j	secure	j	3.76	7	0.4286
5101	viable	j	preserve	v	2.39	7	0.7143
5101	viable	j	establishment	n	2.83	7	0.8571
5101	viable	j	perfectly	r	2.6	7	0.8571
5101	viable	j	credible	j	4.48	7	0.2857
5101	viable	j	franchise	n	3.46	6	0.50
5101	viable	j	good	n	2.07	6	0.00
5101	viable	j	compromise	n	3.21	6	0.1667
5101	viable	j	fossil	n	3.73	6	0.50
5101	viable	j	scheme	n	2.75	6	0.50
5101	viable	j	methodology	n	4	6	0.00
5101	viable	j	agricultural	j	2.72	6	0.00
5101	viable	j	therapy	n	2.1	6	0.1667
5101	viable	j	organ	n	3.01	6	0.8333
5101	viable	j	technically	r	4.28	6	1.00
5101	viable	j	coalition	n	2.12	6	0.3333
5101	viable	j	microorganism	n	5.86	6	0.3333
5101	viable	j	climate	n	2.12	6	0.1667
5101	viable	j	avenue	n	2.13	6	0.00
5101	viable	j	capable	j	2.33	6	0.3333
5101	viable	j	regard	v	2.04	6	0.8333
5101	viable	j	hypothesis	n	2.81	6	0.1667
5101	viable	j	breeding	n	4.24	6	0.1667
5101	viable	j	enable	v	2.1	6	0.6667
5101	viable	j	tissue	n	2.48	6	0.6667
5101	viable	j	emergence	n	4.06	6	1.00
5101	viable	j	practical	j	2.19	6	0.50
5101	viable	j	sperm	n	4.56	6	0.1667
5101	viable	j	organism	n	3.49	6	0.40
5101	viable	j	territory	n	2.15	6	0.6667
5101	viable	j	sound	j	4.38	5	0.60
5101	viable	j	provided	c	2.97	5	0.60
5101	viable	j	promising	j	3.05	5	0.40
5201	breakdown	n	nervous	j	8.54	425	0.9885
5201	breakdown	n	family	n	3.17	178	0.3443
5201	breakdown	n	communication	n	5.33	105	0.4954
5201	breakdown	n	suffer	v	4.99	91	0.9892
5201	breakdown	n	social	j	3.08	90	0.4889
5201	breakdown	n	lead	v	3.16	89	0.7033
5201	breakdown	n	system	n	2.33	84	0.2674
5201	breakdown	n	complete	j	5.06	70	0.9577
5201	breakdown	n	mental	j	5.2	69	0.9167
5201	breakdown	n	order	n	3.74	62	0.0308
5201	breakdown	n	product	n	3.25	56	0.0714
5201	breakdown	n	cause	v	3.37	55	0.8364
5201	breakdown	n	cost	n	2.94	47	0.75
5201	breakdown	n	total	j	3.86	46	0.9375
5201	breakdown	n	skin	n	3.79	44	0.8222
5201	breakdown	n	table	n	2.05	43	0.6667
5201	breakdown	n	ethnic	j	4.45	41	0.878
5201	breakdown	n	occur	v	3.19	40	0.0976
5201	breakdown	n	result	n	2.07	39	0.775
5201	breakdown	n	emotional	j	4.29	36	0.9211
5201	breakdown	n	lane	n	5.26	35	0.00
5201	breakdown	n	society	n	2.37	35	0.1316
5201	breakdown	n	prevent	v	3.55	35	1.00
5201	breakdown	n	verge	n	7.15	34	1.00
5201	breakdown	n	racial	j	4.58	31	0.9412
5201	breakdown	n	economic	j	2.06	31	0.7419
5201	breakdown	n	result	v	3.57	29	0.70
5201	breakdown	n	physical	j	2.75	28	0.931
5201	breakdown	n	tissue	n	4.66	26	0.6923
5201	breakdown	n	avoid	v	2.83	25	0.9615
5201	breakdown	n	talk	n	2.82	25	0.1481
5201	breakdown	n	contribute	v	3.34	25	0.8462
5201	breakdown	n	gender	n	3.84	25	0.44
5201	breakdown	n	marriage	n	2.97	24	0.44
5201	breakdown	n	discipline	n	4.14	23	0.087
5201	breakdown	n	mechanical	j	5.12	23	0.8696
5201	breakdown	n	traditional	j	2.61	22	0.00
5201	breakdown	n	moral	j	3.18	20	0.75
5201	breakdown	n	detailed	j	4.59	20	0.9524
5201	breakdown	n	sort	n	2.3	19	0.6842
5201	breakdown	n	regime	n	3.42	19	0.2632
5201	breakdown	n	due	i	3.45	19	0.7368
5201	breakdown	n	democracy	n	3.04	18	0.0526
5201	breakdown	n	institution	n	2.39	18	0.2222
5201	breakdown	n	structure	n	2.31	18	0.00
5201	breakdown	n	bone	n	3.06	18	0.6667
5201	breakdown	n	equipment	n	2.86	17	0.8824
5201	breakdown	n	serious	j	2.04	17	0.8333
5201	breakdown	n	far	j	2.38	17	1.00
5201	breakdown	n	peace	n	2.18	16	0.00
5201	breakdown	n	crisis	n	2.53	15	0.7333
5201	breakdown	n	reflect	v	2.16	15	0.7333
5201	breakdown	n	relation	n	2.27	15	0.1176
5201	breakdown	n	negotiation	n	3.51	15	0.0625
5201	breakdown	n	severe	j	3.53	14	0.9286
5201	breakdown	n	sample	n	2.43	14	0.3571
5201	breakdown	n	consensus	n	4.18	14	0.00
5201	breakdown	n	civil	j	2.04	13	0.1538
5201	breakdown	n	massive	j	3.19	13	0.9286
5201	breakdown	n	marital	j	5.51	13	1.00
5201	breakdown	n	cause	n	2.01	13	0.8462
5201	breakdown	n	frequent	j	3.98	12	0.9167
5201	breakdown	n	leadership	n	2.28	12	0.25
5201	breakdown	n	muscle	n	2.73	12	0.50
5201	breakdown	n	demographic	j	4.64	12	1.00
5201	breakdown	n	barrier	n	3.51	12	0.0833
5201	breakdown	n	percentage	n	2.7	11	0.5455
5201	breakdown	n	accident	n	2.68	11	0.8182
5201	breakdown	n	prone	j	5.33	11	1.00
5201	breakdown	n	internal	j	2.59	11	0.4545
5201	breakdown	n	failure	n	2.23	11	0.6364
5201	breakdown	n	subsequent	j	3.76	11	0.8182
5201	breakdown	n	following	j	2.32	11	1.00
5201	breakdown	n	breakthrough	n	4.78	10	0.4167
5201	breakdown	n	eventual	j	5.55	10	0.80
5201	breakdown	n	trust	n	3	10	0.10
5201	breakdown	n	psychological	j	3.01	10	0.9091
5201	breakdown	n	procedure	n	2.04	10	0.10
5201	breakdown	n	revenue	n	2.42	10	0.80
5201	breakdown	n	protein	n	3.15	10	0.5455
5201	breakdown	n	legislative	j	3.84	10	1.00
5201	breakdown	n	blame	v	2.63	10	0.70
5201	breakdown	n	constant	j	2.96	9	0.70
5201	breakdown	n	characterize	v	3.2	9	0.90
5201	breakdown	n	subject	i	3.73	9	1.00
5201	breakdown	n	consequence	n	2.23	9	0.80
5201	breakdown	n	poverty	n	2.87	9	0.8889
5201	breakdown	n	witness	v	3.45	9	0.70
5201	breakdown	n	recover	v	2.81	9	1.00
5201	breakdown	n	trigger	v	3.86	9	0.6667
5201	breakdown	n	apparent	j	3.01	9	1.00
5201	breakdown	n	ingredient	n	3.07	9	0.1111
5201	breakdown	n	rapid	j	3.21	8	1.00
5201	breakdown	n	graph	n	3.88	8	1.00
5201	breakdown	n	collapse	n	3.55	8	0.50
5201	breakdown	n	spiritual	j	2.53	8	0.375
5201	breakdown	n	conventional	j	2.86	8	0.75
5201	breakdown	n	stable	j	3.14	8	0.625
5201	breakdown	n	electrical	j	3.74	8	0.875
5201	breakdown	n	civilization	n	3.52	8	0.125
5201	breakdown	n	norm	n	3.34	8	0.125
5201	breakdown	n	near	j	3.95	8	1.00
5201	breakdown	n	stress	n	2.2	8	0.25
5201	breakdown	n	error	n	2.57	8	0.50
5201	breakdown	n	slow	v	2.65	8	1.00
5201	breakdown	n	fundamental	j	2.67	8	0.875
5201	breakdown	n	catastrophic	j	5.16	7	1.00
5201	breakdown	n	cartilage	n	6.28	7	0.4286
5201	breakdown	n	temporary	j	3.16	7	1.00
5201	breakdown	n	delay	n	3.06	7	0.4286
5201	breakdown	n	statistical	j	3.7	7	0.8571
5201	breakdown	n	minor	j	2.78	7	1.00
5201	breakdown	n	immune	j	3.7	7	0.2857
5201	breakdown	n	runaway	j	5.88	7	1.00
5201	breakdown	n	accelerate	v	4.11	7	0.7143
5201	breakdown	n	depression	n	2.36	7	0.7143
5201	breakdown	n	distinction	n	2.88	7	0.00
5201	breakdown	n	regarding	i	2.33	7	0.8571
5201	breakdown	n	chain	n	2.12	7	0.2857
5201	breakdown	n	alcohol	n	2.47	7	0.8571
5201	breakdown	n	command	n	2.37	6	0.00
5201	breakdown	n	collagen	n	6.55	6	0.50
5201	breakdown	n	organic	j	2.84	6	0.1667
5201	breakdown	n	voltage	n	5.38	6	0.00
5201	breakdown	n	chaos	n	3.33	6	0.8333
5201	breakdown	n	enforcement	n	2.26	6	0.00
5201	breakdown	n	adaptation	n	3.96	6	0.50
5201	breakdown	n	transportation	n	2.33	6	0.3333
5201	breakdown	n	state-by-state	j	8.83	6	1.00
5201	breakdown	n	acid	n	2.88	6	0.50
5201	breakdown	n	threshold	n	3.73	6	0.50
5201	breakdown	n	excessive	j	3.68	6	0.50
5201	breakdown	n	systemic	j	4.98	6	1.00
5201	breakdown	n	repair	n	3.36	6	0.3333
5201	breakdown	n	suicide	n	2.28	6	0.00
5201	breakdown	n	speed	v	3.2	6	1.00
5201	breakdown	n	formation	n	2.79	6	0.50
5201	breakdown	n	accompany	v	2.42	6	0.6667
5201	breakdown	n	odor	n	3.72	5	0.40
5201	breakdown	n	defensive	j	2.42	5	0.80
5201	breakdown	n	ecological	j	3.29	5	1.00
5201	breakdown	n	banking	n	3.13	5	0.00
5201	breakdown	n	civility	n	5.9	5	0.00
5201	breakdown	n	chemical	n	2.24	5	0.40
5201	breakdown	n	kidney	n	3.74	5	0.20
5201	breakdown	n	inevitable	j	2.93	5	0.80
5201	breakdown	n	institutional	j	2.55	5	0.80
5201	breakdown	n	confront	v	2.14	5	0.60
5201	breakdown	n	addiction	n	3.67	5	0.50
5201	breakdown	n	illness	n	2.07	5	0.3333
5201	breakdown	n	phenomenon	n	2.09	5	0.20
5201	breakdown	n	psychotic	j	6.14	5	1.00
5201	breakdown	n	precipitate	v	5.38	5	0.4286
5201	breakdown	n	vulnerable	j	2.57	5	1.00
5201	breakdown	n	instability	n	4.36	5	0.60
5201	breakdown	n	collective	j	2.69	5	0.50
5201	breakdown	n	infrastructure	n	2.99	5	0.20
5201	breakdown	n	regulatory	j	3.06	5	0.60
5201	breakdown	n	mechanism	n	2.21	5	0.20
5201	breakdown	n	amount	v	3.89	5	1.00
5201	breakdown	n	script	n	2.78	5	0.60
5201	breakdown	n	clinical	j	2.17	5	0.40
5201	breakdown	n	recovery	n	2.18	5	0.60
5201	breakdown	n	brink	n	4.76	5	1.00
5201	breakdown	n	alarm	n	2.69	4	0.75
5201	breakdown	n	inhibit	v	4.22	4	1.00
5201	breakdown	n	divorce	n	2.23	4	0.25
5201	breakdown	n	continual	j	5	4	1.00
5201	breakdown	n	unemployment	n	2.55	4	0.50
5201	breakdown	n	unity	n	2.6	4	0.25
5201	breakdown	n	dialectic	n	5.66	4	0.50
5201	breakdown	n	governance	n	3.91	4	0.25
5201	breakdown	n	anticipate	v	2.37	4	1.00
5201	breakdown	n	initially	r	2.02	4	0.00
5201	breakdown	n	nerve	n	2.31	4	0.50
5201	breakdown	n	comprehensive	j	2.07	4	1.00
5201	breakdown	n	fatal	j	3.32	4	1.00
5201	breakdown	n	breakup	n	4.57	4	0.80
5201	breakdown	n	functional	j	2.86	4	0.25
5201	breakdown	n	authoritarian	j	4.06	4	0.50
5201	breakdown	n	shortage	n	2.84	4	0.60
5201	breakdown	n	residual	j	4.15	4	1.00
5201	breakdown	n	resulting	j	3.44	4	0.50
5201	breakdown	n	diplomacy	n	3.62	4	0.25
5301	abruptly	r	stop	v	5.61	500	0.632
5301	abruptly	r	then	r	3.22	430	0.9361
5301	abruptly	r	end	v	5.8	346	0.6936
5301	abruptly	r	turn	v	3.78	257	0.5513
5301	abruptly	r	leave	v	2.93	155	0.3563
5301	abruptly	r	change	v	3.81	147	0.3399
5301	abruptly	r	off	r	3.03	127	0.5349
5301	abruptly	r	stand	v	3.04	98	0.6792
5301	abruptly	r	cut	v	3.4	87	0.3556
5301	abruptly	r	away	r	2.62	75	0.3766
5301	abruptly	r	sit	v	2.49	70	0.6901
5301	abruptly	r	rise	v	3.84	65	0.6029
5301	abruptly	r	break	v	3.16	60	0.4918
5301	abruptly	r	halt	v	7.26	57	0.431
5301	abruptly	r	drop	v	3.5	54	0.2105
