The [entries] sheet shows the entries for words with IDs ending in "01" (201, 4701, 53401, etc) 
from the collocates table that is used to create the frequency listings that are based on the 
Corpus of Contemporary American English (COCA).

The complete list is available for purchase. See:

http://www.wordfrequency.info [Purchase]

There are minimum values in terms of collocate frequency and Mutual Information (MI) score
for inclusion in the list.

Mutual Information:
ID 1-5 : MI > -3.5
ID 6-29 : MI > -1
ID: 30-99 : ID > 1
ID: 100-30,000 : ID > 2
ID: 30,000-60,000 : ID > 3

Collocate frequency:
ID 1-40,000 : freq >= 2
ID 40,000-60,000 : freq >= 1

---------------------------------------------

The column [% coll < node] refers to the percentage of the tokens for
this collocate and node word where the collocate precedes the node word.

The node and collocate part of speech (PoS) tags can be found at http://ucrel.lancs.ac.uk/claws7tags.html.

For more information:

http://www.wordfrequency.info: Word frequent lists
http://www.americancorpus.org: Corpus of Contemporary American English (COCA)
http://davies-linguistics.byu.edu/ : Mark Davies



ID	lemma	lemPoS	coll	collPoS	MI	freq	[% coll < node]
16201	homogeneity	n	chi-square	n	10.41	4	0.50
16201	homogeneity	n	within-profile	j	16.06	4	1.00
16201	homogeneity	n	condition	n	2.22	4	0.50
16201	homogeneity	n	slope	n	5.14	4	0.25
16201	homogeneity	n	mass	j	4.19	4	0.25
16201	homogeneity	n	achieve	v	3.06	4	0.50
16201	homogeneity	n	measure	v	3.37	4	1.00
16201	homogeneity	n	entire	j	2.76	4	0.75
16201	homogeneity	n	participant	n	2.92	4	0.00
16201	homogeneity	n	certain	j	2.13	4	1.00
16201	homogeneity	n	belief	n	3.38	4	0.75
16201	homogeneity	n	seek	v	2.34	4	0.50
16201	homogeneity	n	than	i	2.41	4	1.00
16201	homogeneity	n	contribute	v	2.88	3	0.00
16201	homogeneity	n	criteria	n	17.65	3	1.00
16201	homogeneity	n	score	n	2.51	3	0.3333
16201	homogeneity	n	lack	v	3.62	3	1.00
16201	homogeneity	n	favor	v	4.05	3	1.00
16201	homogeneity	n	replace	v	2.76	3	0.6667
16201	homogeneity	n	identity	n	2.87	3	0.6667
16201	homogeneity	n	due	i	3.39	3	0.6667
16201	homogeneity	n	avoid	v	2.38	3	0.6667
16201	homogeneity	n	formal	j	3.78	3	1.00
16201	homogeneity	n	distribution	n	3.58	3	0.6667
16201	homogeneity	n	perspective	n	2.98	3	0.6667
16201	homogeneity	n	correlation	n	4.54	3	1.00
16201	homogeneity	n	internal	j	3.32	3	1.00
16201	homogeneity	n	within-type	j	14.84	3	1.00
16201	homogeneity	n	individual	n	2.02	3	0.6667
16201	homogeneity	n	preserve	v	3.83	3	1.00
16201	homogeneity	n	consensus	n	4.56	3	0.3333
16201	homogeneity	n	linear	j	5.72	3	1.00
16201	homogeneity	n	highly	r	2.9	3	0.3333
16201	homogeneity	n	mean	j	3.48	3	0.3333
16201	homogeneity	n	reveal	v	2.39	3	0.6667
16201	homogeneity	n	myth	n	4.44	3	1.00
16201	homogeneity	n	dispersion	n	8.39	3	0.00
16201	homogeneity	n	stability	n	4.35	3	0.00
16201	homogeneity	n	impact	n	2.36	3	0.3333
16201	homogeneity	n	promote	v	2.91	3	1.00
16201	homogeneity	n	assure	v	4.15	3	0.6667
16201	homogeneity	n	perform	v	2.42	3	0.3333
16201	homogeneity	n	ratio	n	4.37	3	0.00
16201	homogeneity	n	linearity	n	10.34	3	0.6667
16201	homogeneity	n	genetic	j	4.2	3	1.00
16201	homogeneity	n	apparent	j	4.03	3	0.6667
16201	homogeneity	n	ideological	j	5	3	1.00
16201	homogeneity	n	initial	j	3.54	3	1.00
16201	homogeneity	n	therefore	r	2.61	3	0.6667
16201	homogeneity	n	identical	j	4.93	3	1.00
16201	homogeneity	n	ideal	n	5.2	3	1.00
16201	homogeneity	n	total	j	2.52	3	0.6667
16201	homogeneity	n	index	n	4.15	3	1.00
16301	collecting	n	area	n	3.96	32	0.0313
16301	collecting	n	busy	j	5.96	14	1.00
16301	collecting	n	interest	n	3.46	13	0.1538
16301	collecting	n	art	n	3.13	13	0.3077
16301	collecting	n	become	v	2.01	13	0.3846
16301	collecting	n	activity	n	3.76	13	0.0769
16301	collecting	n	expedition	n	7.49	12	0.00
16301	collecting	n	book	n	2.65	12	0.8333
16301	collecting	n	begin	v	2.02	11	0.2727
16301	collecting	n	serious	j	4.14	11	0.9091
16301	collecting	n	trip	n	4.34	10	0.10
16301	collecting	n	data	n	3.41	10	0.20
16301	collecting	n	practice	n	3.15	8	0.125
16301	collecting	n	private	j	3.38	8	0.75
16301	collecting	n	passion	n	5.27	7	0.1429
16301	collecting	n	box	n	3.31	6	0.00
16301	collecting	n	object	n	3.77	6	0.1667
16301	collecting	n	museum	n	3.48	6	0.50
16301	collecting	n	renal	j	8.79	6	1.00
16301	collecting	n	fossil	n	6.52	6	0.8333
16301	collecting	n	habit	n	5.08	6	0.00
16301	collecting	n	card	n	3.5	6	0.8333
16301	collecting	n	century	n	3.13	6	0.50
16301	collecting	n	process	n	2.16	6	0.3333
16301	collecting	n	bag	n	3.63	6	0.00
16301	collecting	n	illegal	j	4.56	5	1.00
16301	collecting	n	western	j	3.42	5	1.00
16301	collecting	n	field	n	2.13	5	0.80
16301	collecting	n	artifact	n	6.17	5	0.40
16301	collecting	n	personal	j	2.58	5	0.20
16301	collecting	n	butterfly	n	6.05	4	0.75
16301	collecting	n	contemporary	j	4.08	4	0.25
16301	collecting	n	ethnographic	j	7.64	4	1.00
16301	collecting	n	extensive	j	4.79	4	1.00
16301	collecting	n	bug	n	5.63	4	0.00
16301	collecting	n	telescope	n	4.63	4	0.50
16301	collecting	n	seed	n	4.1	4	0.50
16301	collecting	n	living	j	4.28	4	0.75
16301	collecting	n	device	n	3.69	4	0.00
16301	collecting	n	throughout	i	3	4	0.75
16301	collecting	n	total	j	3.06	4	1.00
16301	collecting	n	represent	v	2.46	4	0.50
16301	collecting	n	colonial	j	5.09	4	0.75
16301	collecting	n	material	n	2.35	4	0.00
16301	collecting	n	focus	v	2.53	4	0.50
16301	collecting	n	archaeology	n	7.04	4	0.50
16301	collecting	n	plant	n	2.35	4	0.75
16301	collecting	n	early	r	2.1	4	0.75
16301	collecting	n	impulse	n	5.93	4	0.00
16301	collecting	n	influence	v	3.91	4	0.50
16301	collecting	n	fish	n	2.91	4	0.75
16301	collecting	n	obsessive	j	7.45	3	1.00
16301	collecting	n	scope	n	4.57	3	0.3333
16301	collecting	n	native	j	3.13	3	0.00
16301	collecting	n	relatively	r	3.19	3	0.6667
16301	collecting	n	hone	v	7.12	3	0.6667
16301	collecting	n	commercial	j	2.53	3	0.6667
16301	collecting	n	account	n	2.72	3	1.00
16301	collecting	n	stimulate	v	5.36	3	0.00
16301	collecting	n	exhibition	n	4.13	3	0.00
16301	collecting	n	large-scale	j	6.06	3	1.00
16301	collecting	n	surface	n	2.61	3	0.3333
16301	collecting	n	direction	n	2.57	3	0.6667
16301	collecting	n	focus	n	3.19	3	0.00
16301	collecting	n	trend	n	3.46	3	1.00
16301	collecting	n	judgment	n	3.64	3	0.3333
16301	collecting	n	place	v	2.01	3	0.3333
16301	collecting	n	collector	n	5.09	3	1.00
16301	collecting	n	act	n	2.14	3	1.00
16301	collecting	n	bucket	n	5.57	3	0.00
16301	collecting	n	prodigious	j	8.36	3	1.00
16301	collecting	n	pattern	n	2.58	3	0.6667
16301	collecting	n	baseball	n	3.09	3	0.3333
16301	collecting	n	category	n	3.14	3	0.00
16301	collecting	n	significant	j	2.05	3	1.00
16301	collecting	n	craft	n	4.39	3	0.00
16301	collecting	n	preserve	v	3.95	3	0.00
16301	collecting	n	note	v	2.09	3	1.00
16301	collecting	n	largely	r	3.45	3	0.3333
16301	collecting	n	priority	n	3.87	3	0.6667
16401	ire	n	draw	v	6.83	86	1.00
16401	ire	n	raise	v	6.12	70	0.9571
16401	ire	n	arouse	v	10.22	37	0.9459
16401	ire	n	provoke	v	8.64	24	0.9583
16401	ire	n	earn	v	5.35	14	1.00
16401	ire	n	public	j	2.82	10	0.80
16401	ire	n	risk	v	6.55	10	1.00
16401	ire	n	target	n	4.83	10	1.00
16401	ire	n	fan	n	4.4	8	0.375
16401	ire	n	attract	v	5.16	8	1.00
16401	ire	n	conservative	n	5.68	7	0.2857
16401	ire	n	toward	i	2.52	7	0.00
16401	ire	n	rouse	v	8.86	7	1.00
16401	ire	n	particular	j	3.6	6	0.8333
16401	ire	n	direct	v	4.47	6	0.3333
16401	ire	n	spark	v	6.68	6	0.6667
16401	ire	n	critic	n	4.16	6	0.00
16401	ire	n	industry	n	2.79	6	0.3333
16401	ire	n	reserve	v	6.33	6	0.8333
16401	ire	n	official	n	2.42	5	0.00
16401	ire	n	religious	j	3.22	5	0.20
16401	ire	n	focus	v	2.94	5	0.80
16401	ire	n	face	v	2.64	5	1.00
16401	ire	n	special	j	2.5	5	1.00
16401	ire	n	conservative	j	4.44	5	0.60
16401	ire	n	stoke	v	8.65	4	1.00
16401	ire	n	vent	v	8.1	4	1.00
16401	ire	n	civil	j	3.16	4	0.00
16401	ire	n	move	n	3.69	4	0.75
16401	ire	n	activist	n	4.75	4	0.25
16401	ire	n	public	n	2.88	4	0.50
16401	ire	n	attention	n	2.4	4	1.00
16401	ire	n	surely	r	4.22	3	0.6667
16401	ire	n	emotion	n	4.02	3	0.6667
16401	ire	n	fuel	v	6.16	3	0.6667
16401	ire	n	object	n	2.85	3	1.00
16401	ire	n	environmentalist	n	5.85	3	0.3333
16401	ire	n	editor	n	2.57	3	0.6667
16401	ire	n	king	n	2.28	3	0.3333
16401	ire	n	artist	n	2.24	3	0.6667
16401	ire	n	neighbor	n	4.76	3	0.00
16401	ire	n	ignite	v	6.7	3	1.00
16401	ire	n	evoke	v	5.69	3	1.00
16401	ire	n	owner	n	2.7	3	0.00
16401	ire	n	likely	j	2.04	3	0.6667
16401	ire	n	whatever	d	2.37	3	1.00
16401	ire	n	calm	v	5.34	3	1.00
16501	mm	u	hmm	u	12.56	213	0.0376
16501	mm	u	yeah	u	3.99	21	0.3333
16501	mm	u	yes	u	2.45	11	0.2727
16501	mm	u	love	v	2.43	7	0.4286
16501	mm	u	size	n	3.39	7	0.5714
16501	mm	u	lobster	n	7.11	7	0.7143
16501	mm	u	interesting	j	3.65	6	0.1667
16501	mm	u	smell	v	4.71	5	0.40
16501	mm	u	fry	v	7.18	4	0.00
16501	mm	u	okay	r	3.75	4	0.25
16501	mm	u	bacon	n	6.13	4	1.00
16501	mm	u	pan	n	4.18	4	1.00
16501	mm	u	nice	j	2.4	3	0.00
16601	somali	n	many	d	3.16	46	0.9348
16601	somali	n	die	v	4.25	25	0.04
16601	somali	n	kill	v	4.23	23	0.2609
16601	somali	n	starving	j	9.74	22	0.9545
16601	somali	n	among	i	3.12	16	0.75
16601	somali	n	most	d	2.19	12	0.9167
16601	somali	n	food	n	2.83	10	0.70
16601	somali	n	live	v	2.1	10	0.10
16601	somali	n	themselves	p	3.13	10	0.10
16601	somali	n	speak	v	2.55	9	0.8889
16601	somali	n	soldier	n	4.08	9	0.3333
16601	somali	n	ethnic	j	4.88	9	0.8889
16601	somali	n	community	n	2.37	9	0.6667
16601	somali	n	already	r	2.4	8	0.00
16601	somali	n	fire	v	4.57	8	0.625
16601	somali	n	disarm	v	7.99	7	0.8571
16601	somali	n	save	v	3.36	7	0.8571
16601	somali	n	feed	v	4.23	7	0.8571
16601	somali	n	relief	n	4.53	6	0.50
16601	somali	n	fight	v	2.99	6	0.50
16601	somali	n	starvation	n	8.16	6	0.1667
16601	somali	n	nation	n	2.2	6	0.6667
16601	somali	n	welcome	v	3.89	5	0.20
16601	somali	n	carry	v	2.24	5	0.40
16601	somali	n	starve	v	7.24	5	0.00
16601	somali	n	official	n	2.23	5	0.60
16601	somali	n	estimate	v	4.19	5	0.60
16601	somali	n	armed	j	4.81	5	0.80
16601	somali	n	whose	d	2.32	5	0.20
16601	somali	n	decide	v	2.17	5	0.40
16601	somali	n	peace	n	3.12	5	0.60
16601	somali	n	foreign	j	2.69	5	0.60
16601	somali	n	ordinary	j	4.34	4	1.00
16601	somali	n	contact	n	3.58	4	0.75
16601	somali	n	weapon	n	2.76	4	0.00
16601	somali	n	chew	v	5.75	4	1.00
16601	somali	n	educated	j	6.38	4	1.00
16601	somali	n	hungry	j	4.98	4	1.00
16601	somali	n	month	n	2.3	4	0.75
16601	somali	n	conference	n	2.88	4	0.75
16601	somali	n	wound	v	5.71	4	0.50
16601	somali	n	answer	v	2.68	4	0.00
16601	somali	n	seven	m	2.54	4	0.50
16601	somali	n	humanitarian	j	5.61	3	0.6667
16601	somali	n	trade	n	2.15	3	0.3333
16601	somali	n	refugee	n	4.07	3	0.00
16601	somali	n	attack	v	3.22	3	0.00
16601	somali	n	abroad	r	4.69	3	0.00
16601	somali	n	destroy	v	3.09	3	1.00
16601	somali	n	daily	j	3.18	3	0.3333
16601	somali	n	cheer	v	5.38	3	0.6667
16601	somali	n	convince	v	3.75	3	1.00
16601	somali	n	majority	n	2.61	3	0.6667
16601	somali	n	critical	j	2.66	3	0.6667
16601	somali	n	arm	v	5.41	3	0.6667
16601	somali	n	trust	v	3.57	3	0.00
16601	somali	n	flee	v	4.43	3	0.00
16601	somali	n	arrive	v	2.26	3	0.00
16601	somali	n	livelihood	n	7.02	3	0.6667
16601	somali	n	populate	v	6.44	3	1.00
16601	somali	n	danger	n	3.27	3	0.3333
16601	somali	n	strike	v	2.77	3	0.6667
16601	somali	n	drag	v	3.78	3	0.00
16601	somali	n	airport	n	3.41	3	0.3333
16701	nautical	j	mile	n	10.63	198	0.0101
16701	nautical	j	chart	n	7.19	20	0.05
16701	nautical	j	about	r	3	19	0.8947
16701	nautical	j	range	n	5.24	18	0.8889
16701	nautical	j	theme	n	6.05	17	0.0588
16701	nautical	j	archaeology	n	9.15	16	0.0625
16701	nautical	j	map	n	5.6	13	0.0769
16701	nautical	j	square	j	6.52	12	0.8333
16701	nautical	j	term	n	4.09	12	0.00
16701	nautical	j	over	r	2.08	10	0.80
16701	nautical	j	approximately	r	5.84	10	0.80
16701	nautical	j	north	n	3.21	9	0.00
16701	nautical	j	office	n	2.78	9	0.2222
16701	nautical	j	per	i	3.73	9	0.3333
16701	nautical	j	sea	n	4.15	8	0.625
16701	nautical	j	shore	n	5.77	7	0.00
16701	nautical	j	off	i	2.58	7	0.00
16701	nautical	j	look	n	3.23	7	0.1429
16701	nautical	j	history	n	2.19	6	0.00
16701	nautical	j	coast	n	4.32	6	0.00
16701	nautical	j	carry	v	2.72	6	0.1667
16701	nautical	j	hour	n	3.32	6	0.1667
16701	nautical	j	route	n	4.85	6	0.50
16701	nautical	j	treasure	n	6.03	5	0.1667
16701	nautical	j	rope	n	5.56	5	0.00
16701	nautical	j	ship	n	3.76	5	0.80
16701	nautical	j	style	n	3.42	5	0.20
16701	nautical	j	cruise	v	6.8	5	0.40
16701	nautical	j	southwest	n	5.78	5	0.20
16701	nautical	j	travel	v	3.62	5	0.80
16701	nautical	j	passenger	n	4.71	5	1.00
16701	nautical	j	flag	n	5.02	5	0.00
16701	nautical	j	current	j	2.94	5	0.40
16701	nautical	j	offshore	r	8.39	5	0.00
16701	nautical	j	boat	n	3.77	5	0.40
16701	nautical	j	print	n	4.83	5	0.00
16701	nautical	j	heritage	n	5.5	5	0.00
16701	nautical	j	six	m	2.28	5	1.00
16701	nautical	j	step	n	2.74	5	0.00
16701	nautical	j	archaeologist	n	6.55	4	0.00
16701	nautical	j	modern	j	3.18	4	1.00
16701	nautical	j	east	n	2.55	4	0.25
16701	nautical	j	accessory	n	6.72	4	0.50
16701	nautical	j	spring	n	2.98	4	0.50
16701	nautical	j	annual	j	3.63	4	0.50
16701	nautical	j	piece	n	2.35	4	0.50
16701	nautical	j	skill	n	2.81	4	0.25
16701	nautical	j	skin	n	3.17	4	0.00
16701	nautical	j	gear	n	4.77	4	0.00
16701	nautical	j	jacket	n	4.52	4	0.25
16701	nautical	j	craft	n	4.5	3	0.3333
16701	nautical	j	extend	v	3.34	3	1.00
16701	nautical	j	maritime	j	7.25	3	0.3333
16701	nautical	j	knot	n	5.78	3	0.6667
16701	nautical	j	distance	n	3.08	3	1.00
16701	nautical	j	fly	v	2.66	3	0.6667
16701	nautical	j	decor	n	7.42	3	0.3333
16701	nautical	j	gallon	n	6.43	3	0.3333
16701	nautical	j	instrument	n	3.44	3	0.3333
16701	nautical	j	sail	v	5.33	3	1.00
16701	nautical	j	location	n	3.33	3	0.6667
16701	nautical	j	zone	n	3.67	3	1.00
16701	nautical	j	territorial	j	6.41	3	0.6667
16701	nautical	j	league	n	2.86	3	1.00
16701	nautical	j	mix	v	3.67	3	0.6667
16701	nautical	j	reef	n	6.29	3	1.00
16701	nautical	j	island	n	2.55	3	0.00
16701	nautical	j	decorate	v	5.46	3	1.00
16701	nautical	j	seven	m	2.34	3	1.00
16701	nautical	j	blue	j	2.48	3	0.00
16701	nautical	j	item	n	2.72	3	0.00
16701	nautical	j	adventure	n	4.59	3	0.00
16701	nautical	j	naval	j	5.7	3	0.3333
16701	nautical	j	anchor	n	5.52	3	0.00
16701	nautical	j	shelf	n	4.63	3	0.3333
16701	nautical	j	survey	n	3.02	3	0.3333
16801	observant	j	more	r	2.98	45	0.9556
16801	observant	j	very	r	3.04	36	0.9167
16801	observant	j	religiously	r	10.68	19	1.00
16801	observant	j	less	r	4.03	15	1.00
16801	observant	j	eye	n	3.04	15	0.20
16801	observant	j	family	n	2.39	14	0.2857
16801	observant	j	become	v	2.17	13	0.7692
16801	observant	j	notice	v	4.83	12	0.0833
16801	observant	j	person	n	2.99	10	0.00
16801	observant	j	movement	n	3.85	9	0.1111
16801	observant	j	enough	r	2.79	8	0.25
16801	observant	j	sharply	r	6.7	8	1.00
16801	observant	j	note	v	3.47	7	0.00
16801	observant	j	keenly	r	9.22	6	1.00
16801	observant	j	themselves	p	2.65	6	0.8333
16801	observant	j	sensitive	j	5.35	6	0.6667
16801	observant	j	acutely	r	8.61	5	1.00
16801	observant	j	drama	n	5.2	5	0.00
16801	observant	j	secular	j	6.12	5	0.20
16801	observant	j	fully	r	4.18	5	0.60
16801	observant	j	reader	n	3.84	5	0.00
16801	observant	j	consider	v	2.14	5	0.60
16801	observant	j	highly	r	3.92	5	1.00
16801	observant	j	early	j	2.05	5	0.80
16801	observant	j	strictly	r	6.37	5	1.00
16801	observant	j	orthodox	j	6.29	4	0.25
16801	observant	j	raise	v	2.06	4	0.50
16801	observant	j	poverty	n	4.59	4	0.00
16801	observant	j	religious	j	2.97	4	0.50
16801	observant	j	pray	v	4.72	4	0.00
16801	observant	j	extremely	r	4.13	4	1.00
16801	observant	j	pretty	r	2.87	4	1.00
16801	observant	j	faith	n	3.68	4	0.50
16801	observant	j	little	r	2.04	4	0.25
16801	observant	j	funny	j	4.18	4	0.75
16801	observant	j	sign	n	2.45	3	0.00
16801	observant	j	shy	j	5.55	3	0.6667
16801	observant	j	witty	j	7.52	3	0.6667
16801	observant	j	practice	v	4.64	3	0.6667
16801	observant	j	deeply	r	4.11	3	1.00
16801	observant	j	apparent	j	4.31	3	1.00
16801	observant	j	audience	n	2.88	3	0.00
16801	observant	j	ritual	n	4.92	3	0.3333
16801	observant	j	smart	j	3.87	3	0.6667
16801	observant	j	particularly	r	2.42	3	1.00
16801	observant	j	traveler	n	5.16	3	0.00
16901	patronize	v	who	p	2.1	47	0.8723
16901	patronize	v	them	p	2.04	30	0.0667
16901	patronize	v	business	n	4.01	27	0.1852
16901	patronize	v	restaurant	n	5.47	17	0.2941
16901	patronize	v	store	n	4.81	17	0.2941
16901	patronize	v	company	n	2.93	17	0.4118
16901	patronize	v	local	j	3.99	16	0.125
16901	patronize	v	establishment	n	6.81	14	0.3571
16901	patronize	v	refuse	v	5.19	12	1.00
16901	patronize	v	shop	n	5.17	11	0.1818
16901	patronize	v	bar	n	4.69	11	0.00
16901	patronize	v	art	n	2.94	10	0.10
16901	patronize	v	often	r	2.4	8	0.75
16901	patronize	v	artist	n	3.57	7	0.4286
16901	patronize	v	prostitute	n	7.29	6	0.00
16901	patronize	v	consumer	n	3.86	6	0.8333
16901	patronize	v	continue	v	2.15	6	1.00
16901	patronize	v	grocery	n	5.98	6	0.1667
16901	patronize	v	club	n	3.52	6	0.3333
16901	patronize	v	both	r	2.39	6	0.50
16901	patronize	v	resident	n	3.86	5	0.80
16901	patronize	v	reader	n	3.88	5	0.40
16901	patronize	v	hotel	n	3.55	5	0.40
16901	patronize	v	movie	n	2.42	4	0.00
16901	patronize	v	ignore	v	3.79	4	0.75
16901	patronize	v	wine	n	3.84	4	0.00
16901	patronize	v	hate	v	3.93	4	1.00
16901	patronize	v	better	j	2.16	4	0.50
16901	patronize	v	customer	n	3.34	4	1.00
16901	patronize	v	female	j	3.32	3	0.00
16901	patronize	v	resort	n	4.5	3	1.00
16901	patronize	v	audience	n	2.92	3	0.6667
16901	patronize	v	traveler	n	5.2	3	1.00
16901	patronize	v	sport	n	2.25	3	0.6667
16901	patronize	v	wish	v	2.91	3	1.00
16901	patronize	v	organic	j	4.77	3	0.6667
16901	patronize	v	client	n	3.06	3	0.3333
16901	patronize	v	dare	v	4.96	3	1.00
16901	patronize	v	tourist	n	4.33	3	0.6667
16901	patronize	v	black	n	3.52	3	0.6667
16901	patronize	v	condescend	v	11.12	3	0.3333
16901	patronize	v	writer	n	2.81	3	0.00
16901	patronize	v	theater	n	3.73	3	0.3333
16901	patronize	v	choose	v	2.12	3	1.00
16901	patronize	v	merely	r	3.93	3	0.3333
16901	patronize	v	inn	n	5.43	3	1.00
17001	diagonally	r	across	i	6.72	122	0.0574
17001	diagonally	r	cut	v	6.72	113	0.9558
17001	diagonally	r	into	i	3.57	88	0.0455
17001	diagonally	r	slice	v	9.8	70	0.7571
17001	diagonally	r	slice	n	8.58	38	0.2632
17001	diagonally	r	run	v	4.12	36	1.00
17001	diagonally	r	inch	n	8.2	26	0.6154
17001	diagonally	r	across	r	7.85	25	0.00
17001	diagonally	r	cup	n	5.43	25	0.44
17001	diagonally	r	piece	n	4.84	22	0.1818
17001	diagonally	r	each	d	3.32	22	0.8182
17001	diagonally	r	half	d	4.81	22	0.5909
17001	diagonally	r	corner	n	5.53	18	0.3333
17001	diagonally	r	trim	v	8.33	18	1.00
17001	diagonally	r	onion	n	6.92	18	0.6667
17001	diagonally	r	carrot	n	8.09	17	0.6471
17001	diagonally	r	through	i	2.18	17	0.2353
17001	diagonally	r	street	n	3.65	16	0.3125
17001	diagonally	r	thinly	r	9.23	16	1.00
17001	diagonally	r	grain	n	7.05	14	0.00
17001	diagonally	r	sliced	j	8.95	13	0.00
17001	diagonally	r	green	j	4.66	12	0.8333
17001	diagonally	r	steak	n	7.63	12	1.00
17001	diagonally	r	measure	v	5.22	12	0.8333
17001	diagonally	r	opposite	j	6.1	12	0.0833
17001	diagonally	r	cross	v	5.31	12	0.5833
17001	diagonally	r	move	v	2.46	11	0.6364
17001	diagonally	r	line	n	2.72	10	0.60
17001	diagonally	r	horizontally	r	9.86	10	0.90
17001	diagonally	r	peel	v	6.99	10	0.90
17001	diagonally	r	thin	j	5.14	9	0.3333
17001	diagonally	r	left	j	4.01	9	0.4444
17001	diagonally	r	chest	n	5.21	9	0.1111
17001	diagonally	r	strip	n	5.97	8	0.375
17001	diagonally	r	toward	i	2.78	8	0.00
17001	diagonally	r	vertically	r	9.26	8	1.00
17001	diagonally	r	place	v	3.57	8	0.50
17001	diagonally	r	large	j	2.03	8	0.50
17001	diagonally	r	celery	n	8.32	8	0.375
17001	diagonally	r	half	n	5.03	8	0.375
17001	diagonally	r	low	j	2.53	7	0.00
17001	diagonally	r	foot	n	4.49	7	0.5714
17001	diagonally	r	side	n	2.05	7	0.2857
17001	diagonally	r	set	v	2.35	7	0.7143
17001	diagonally	r	bread	n	5.24	7	1.00
17001	diagonally	r	thick	j	4.91	7	0.1429
17001	diagonally	r	bean	n	5.16	6	0.6667
17001	diagonally	r	lie	v	3.39	6	1.00
17001	diagonally	r	board	n	3.19	6	1.00
17001	diagonally	r	road	n	2.74	6	0.3333
17001	diagonally	r	back	n	2.12	6	0.1667
17001	diagonally	r	square	n	4.98	6	0.3333
17001	diagonally	r	baguette	n	10.1	6	1.00
17001	diagonally	r	triangle	n	7.05	6	0.00
17001	diagonally	r	screen	n	4.13	6	0.3333
17001	diagonally	r	serve	v	2.18	5	0.00
17001	diagonally	r	crosswise	j	9.69	5	0.60
17001	diagonally	r	building	n	2.51	5	0.60
17001	diagonally	r	park	v	5.67	5	0.60
17001	diagonally	r	length	n	4.5	5	0.20
17001	diagonally	r	upper	j	4.61	5	0.20
17001	diagonally	r	medium-size	j	8.84	5	0.40
17001	diagonally	r	each	p	3.07	5	0.20
17001	diagonally	r	sandwich	n	5.79	5	1.00
17001	diagonally	r	medium	j	5.76	5	0.20
17001	diagonally	r	chicken	n	4.23	5	1.00
17001	diagonally	r	other	p	3.05	5	0.20
17001	diagonally	r	immediately	r	3.45	4	0.75
17001	diagonally	r	row	n	4.2	4	0.25
17001	diagonally	r	path	n	3.68	4	0.50
17001	diagonally	r	slightly	r	3.76	4	0.75
17001	diagonally	r	stretch	v	4.26	4	1.00
17001	diagonally	r	log	n	5.38	4	1.00
17001	diagonally	r	minute	n	3.51	4	1.00
17001	diagonally	r	tiny	j	3.61	4	0.50
17001	diagonally	r	halve	v	7.9	4	1.00
17001	diagonally	r	image	n	2.31	4	0.50
17001	diagonally	r	breast	n	3.99	4	1.00
17001	diagonally	r	rain	n	3.9	4	1.00
17001	diagonally	r	arrange	v	4.56	4	0.75
17001	diagonally	r	form	v	3	4	0.00
17001	diagonally	r	front	n	3.87	4	0.25
17001	diagonally	r	block	n	3.63	4	0.50
17001	diagonally	r	floor	n	2.54	4	0.00
17001	diagonally	r	divide	v	4.29	4	0.50
17001	diagonally	r	backward	r	6.3	4	0.25
17001	diagonally	r	sheet	n	4.14	4	0.50
17001	diagonally	r	seat	n	3.04	4	0.50
17001	diagonally	r	shoulder	n	2.7	3	0.3333
17001	diagonally	r	rather	i	2.68	3	0.3333
17001	diagonally	r	cut	n	3.4	3	1.00
17001	diagonally	r	step	v	2.81	3	1.00
17001	diagonally	r	sugar	n	3.46	3	0.6667
17001	diagonally	r	fall	n	2.8	3	0.3333
17001	diagonally	r	finger	n	2.76	3	0.3333
17001	diagonally	r	front	i	2.87	3	0.00
17001	diagonally	r	away	i	2.39	3	0.00
17001	diagonally	r	top	n	2.24	3	0.00
17001	diagonally	r	rib	n	5.62	3	0.6667
17001	diagonally	r	fabric	n	4.72	3	0.6667
17001	diagonally	r	remove	v	2.6	3	0.3333
17001	diagonally	r	downward	j	7.08	3	0.00
17001	diagonally	r	bed	n	2.17	3	0.00
17001	diagonally	r	march	v	5.03	3	1.00
17001	diagonally	r	yellow	j	3.59	3	0.6667
17001	diagonally	r	split	v	4.66	3	1.00
17001	diagonally	r	roll	n	4.38	3	1.00
17001	diagonally	r	squash	n	6.53	3	0.6667
17001	diagonally	r	string	n	4.5	3	1.00
17001	diagonally	r	sleep	v	2.97	3	1.00
17001	diagonally	r	cookie	n	4.86	3	0.6667
17001	diagonally	r	sash	n	8.49	3	1.00
17001	diagonally	r	meat	n	3.75	3	1.00
17001	diagonally	r	cucumber	n	7	3	0.3333
17001	diagonally	r	apart	r	3.92	3	1.00
17001	diagonally	r	slant	v	8.24	3	1.00
17001	diagonally	r	page	n	2.25	3	0.3333
17001	diagonally	r	oblique	n	11.06	3	1.00
17001	diagonally	r	heat	n	2.77	3	0.00
17001	diagonally	r	tile	n	5.69	3	0.3333
17001	diagonally	r	stem	n	4.94	3	1.00
17001	diagonally	r	fold	v	5	3	1.00
17001	diagonally	r	meanwhile	r	3.8	3	1.00
17001	diagonally	r	lay	v	2.47	3	1.00
